1.199142000000000000e+09;1.686000108718872070e+00;1.219512161436995257e+01;3.204443305730819702e-02
1.199152800000000000e+09;1.934000134468078613e+00;1.639344143758575711e+01;-8.606219887733459473e-01
1.199163600000000000e+09;2.188000202178955078e+00;1.538461418546877901e+01;-1.403851509094238281e-01
1.199174400000000000e+09;2.320000171661376953e+00;1.515151523361521413e+01;7.858515977859497070e-01
1.199185200000000000e+09;2.378000020980834961e+00;1.492537276254622114e+01;3.418073058128356934e-01
1.199196000000000000e+09;2.336000204086303711e+00;1.492537276254622114e+01;-7.736442089080810547e-01
1.199206800000000000e+09;2.274000167846679688e+00;1.470588155374399264e+01;-4.455702304840087891e-01
1.199217600000000000e+09;2.184000015258789062e+00;1.428571422489321918e+01;5.645924210548400879e-01
1.199228400000000000e+09;2.068000078201293945e+00;1.369862894019582811e+01;5.218665003776550293e-01
1.199239200000000000e+09;1.986000061035156250e+00;1.351351333935823540e+01;-4.699850380420684814e-01
1.199250000000000000e+09;1.896000146865844727e+00;1.333333280351429018e+01;-3.738517463207244873e-01
1.199260800000000000e+09;1.900000095367431641e+00;1.265822726552104349e+01;6.134220361709594727e-01
1.199271600000000000e+09;1.898000121116638184e+00;1.249999911524361629e+01;7.736442089080810547e-01
1.199282400000000000e+09;1.884000062942504883e+00;1.249999911524361629e+01;-2.624591886997222900e-01
1.199293200000000000e+09;1.950000047683715820e+00;1.234567897600692277e+01;-5.661183595657348633e-01
1.199304000000000000e+09;2.160000085830688477e+00;1.785714230595196383e+01;3.753776550292968750e-01
1.199314800000000000e+09;2.528000116348266602e+00;1.666666600439286228e+01;8.804590106010437012e-01
1.199325600000000000e+09;3.058000087738037109e+00;1.639344143758575711e+01;5.798516795039176941e-02
1.199336400000000000e+09;3.512000083923339844e+00;1.538461418546877901e+01;-4.409924745559692383e-01
1.199347200000000000e+09;3.568000078201293945e+00;1.492537276254622114e+01;3.738517463207244873e-01
1.199358000000000000e+09;3.236000061035156250e+00;1.449275242133051300e+01;1.095614433288574219e+00
1.199368800000000000e+09;2.970000028610229492e+00;1.388888804954884115e+01;3.082369565963745117e-01
1.199379600000000000e+09;2.880000114440917969e+00;1.369862894019582811e+01;-5.859553813934326172e-01
1.199390400000000000e+09;2.974000215530395508e+00;1.351351333935823540e+01;4.730369150638580322e-02
1.199401200000000000e+09;3.388000249862670898e+00;2.272727092620276679e+01;9.765923023223876953e-01
1.199412000000000000e+09;4.442000389099121094e+00;2.040816224748424901e+01;4.425183832645416260e-01
1.199422800000000000e+09;5.674000263214111328e+00;1.960784207165865922e+01;-6.439405679702758789e-01
1.199433600000000000e+09;6.154000282287597656e+00;1.851851803816559894e+01;-1.754814237356185913e-01
1.199444400000000000e+09;6.048000335693359375e+00;1.818181704883740224e+01;9.186071157455444336e-01
1.199455200000000000e+09;5.756000041961669922e+00;1.785714230595196383e+01;5.737479925155639648e-01
1.199466000000000000e+09;5.322000026702880859e+00;1.724137869906058995e+01;-7.415997982025146484e-01
1.199476800000000000e+09;4.844000339508056641e+00;1.639344143758575711e+01;-4.913479983806610107e-01
1.199487600000000000e+09;4.492000102996826172e+00;1.612903155254650756e+01;8.377330899238586426e-01
1.199498400000000000e+09;4.162000179290771484e+00;1.515151523361521413e+01;7.431256771087646484e-01
1.199509200000000000e+09;3.970000267028808594e+00;1.492537276254622114e+01;-6.607257127761840820e-01
1.199520000000000000e+09;3.908000230789184570e+00;1.470588155374399264e+01;-6.637775897979736328e-01
